Temperature(°C),Humidity(%),Wind speed (m/s),Solar Radiation (MJ/m2),Visibility (10m),Month,Weekday,Hour,Holiday,Seasons,Rented Bike Count
9.6,84,0.7,0.0,301,March,Wednesday,4 AM - 8 AM,No,Spring,258
9.6,82,1.1,0.04,284,March,Wednesday,4 AM - 8 AM,No,Spring,741
10.3,77,0.7,0.37,341,March,Wednesday,8 AM - 12 PM,No,Spring,1353
12.4,66,1.0,0.91,546,March,Wednesday,8 AM - 12 PM,No,Spring,723
14.7,62,2.9,1.59,684,March,Wednesday,8 AM - 12 PM,No,Spring,494
15.6,60,3.7,1.44,817,March,Wednesday,8 AM - 12 PM,No,Spring,588
16.5,57,3.8,1.55,881,March,Wednesday,12 PM - 4 PM,No,Spring,629
17.5,54,3.1,1.63,1065,March,Wednesday,12 PM - 4 PM,No,Spring,723
18.6,46,4.4,2.14,1664,March,Wednesday,12 PM - 4 PM,No,Spring,698
18.2,45,4.1,1.86,1908,March,Wednesday,12 PM - 4 PM,No,Spring,785
18.3,43,4.3,1.3,1931,March,Wednesday,4 PM - 8 PM,No,Spring,943
17.6,45,4.2,0.7,1947,March,Wednesday,4 PM - 8 PM,No,Spring,1221
17.0,53,3.1,0.35,1855,March,Wednesday,4 PM - 8 PM,No,Spring,1839
16.0,60,2.8,0.06,1436,March,Wednesday,4 PM - 8 PM,No,Spring,1288
15.2,65,2.2,0.0,988,March,Wednesday,8 PM - 12 AM,No,Spring,1133
14.2,70,0.8,0.0,723,March,Wednesday,8 PM - 12 AM,No,Spring,1035
13.6,73,2.0,0.0,644,March,Wednesday,8 PM - 12 AM,No,Spring,907
13.5,74,1.2,0.0,603,March,Wednesday,8 PM - 12 AM,No,Spring,614
13.4,77,1.5,0.0,537,March,Thursday,12 AM - 4 AM,No,Spring,466
13.0,81,1.9,0.0,484,March,Thursday,12 AM - 4 AM,No,Spring,390
12.9,83,1.6,0.0,369,March,Thursday,12 AM - 4 AM,No,Spring,254
12.7,80,0.4,0.0,384,March,Thursday,12 AM - 4 AM,No,Spring,170
12.8,81,0.2,0.0,418,March,Thursday,4 AM - 8 AM,No,Spring,109
12.7,83,0.8,0.0,392,March,Thursday,4 AM - 8 AM,No,Spring,106
12.6,83,0.5,0.0,332,March,Thursday,4 AM - 8 AM,No,Spring,274
12.8,82,0.6,0.01,370,March,Thursday,4 AM - 8 AM,No,Spring,781
13.3,80,1.2,0.14,369,March,Thursday,8 AM - 12 PM,No,Spring,1281
13.5,79,1.9,0.2,382,March,Thursday,8 AM - 12 PM,No,Spring,757
15.0,69,1.5,1.02,552,March,Thursday,8 AM - 12 PM,No,Spring,482
16.1,63,1.2,1.08,555,March,Thursday,8 AM - 12 PM,No,Spring,583
18.2,55,2.3,2.24,594,March,Thursday,12 PM - 4 PM,No,Spring,714
19.5,48,1.9,2.32,596,March,Thursday,12 PM - 4 PM,No,Spring,716
20.2,47,2.4,2.3,541,March,Thursday,12 PM - 4 PM,No,Spring,711
20.8,42,3.1,2.1,576,March,Thursday,12 PM - 4 PM,No,Spring,781
20.7,38,2.2,1.63,741,March,Thursday,4 PM - 8 PM,No,Spring,957
20.3,48,2.8,1.14,635,March,Thursday,4 PM - 8 PM,No,Spring,1194
19.1,47,2.4,0.57,942,March,Thursday,4 PM - 8 PM,No,Spring,1776
17.5,61,2.2,0.11,758,March,Thursday,4 PM - 8 PM,No,Spring,1260
15.6,64,2.7,0.0,686,March,Thursday,8 PM - 12 AM,No,Spring,1079
14.4,66,1.7,0.0,677,March,Thursday,8 PM - 12 AM,No,Spring,1046
13.3,71,2.1,0.0,581,March,Thursday,8 PM - 12 AM,No,Spring,949
12.7,75,1.6,0.0,475,March,Thursday,8 PM - 12 AM,No,Spring,614
11.8,78,0.6,0.0,438,March,Friday,12 AM - 4 AM,No,Spring,490
11.4,77,0.7,0.0,466,March,Friday,12 AM - 4 AM,No,Spring,401
10.8,72,0.4,0.0,639,March,Friday,12 AM - 4 AM,No,Spring,261
10.3,68,0.7,0.0,887,March,Friday,12 AM - 4 AM,No,Spring,184
9.9,67,1.1,0.0,820,March,Friday,4 AM - 8 AM,No,Spring,115
10.4,62,1.8,0.0,911,March,Friday,4 AM - 8 AM,No,Spring,117
10.3,70,1.2,0.0,555,March,Friday,4 AM - 8 AM,No,Spring,284
10.5,70,1.1,0.04,483,March,Friday,4 AM - 8 AM,No,Spring,747
11.5,60,1.6,0.42,550,March,Friday,8 AM - 12 PM,No,Spring,1406
13.7,46,1.3,1.08,972,March,Friday,8 AM - 12 PM,No,Spring,772
16.0,29,1.4,1.79,1708,March,Friday,8 AM - 12 PM,No,Spring,583
17.8,26,2.6,2.37,1822,March,Friday,8 AM - 12 PM,No,Spring,739
19.1,26,1.6,2.73,1704,March,Friday,12 PM - 4 PM,No,Spring,939
20.3,27,1.4,2.87,1464,March,Friday,12 PM - 4 PM,No,Spring,860
21.0,28,2.8,2.75,1191,March,Friday,12 PM - 4 PM,No,Spring,965
21.8,28,2.3,2.4,1162,March,Friday,12 PM - 4 PM,No,Spring,1068
20.7,36,3.6,1.82,811,March,Friday,4 PM - 8 PM,No,Spring,1156
19.4,45,2.9,1.13,778,March,Friday,4 PM - 8 PM,No,Spring,1460
17.4,57,3.1,0.52,657,March,Friday,4 PM - 8 PM,No,Spring,1935
15.2,60,3.2,0.09,1081,March,Friday,4 PM - 8 PM,No,Spring,1268
14.3,63,2.6,0.0,936,March,Friday,8 PM - 12 AM,No,Spring,1045
13.7,73,1.8,0.0,658,March,Friday,8 PM - 12 AM,No,Spring,948
12.7,76,1.5,0.0,521,March,Friday,8 PM - 12 AM,No,Spring,880
12.1,77,1.4,0.0,540,March,Friday,8 PM - 12 AM,No,Spring,678
11.7,77,1.3,0.0,588,March,Saturday,12 AM - 4 AM,No,Spring,537
11.5,77,2.0,0.0,593,March,Saturday,12 AM - 4 AM,No,Spring,502
11.0,73,1.5,0.0,816,March,Saturday,12 AM - 4 AM,No,Spring,397
10.7,74,1.7,0.0,712,March,Saturday,12 AM - 4 AM,No,Spring,264
10.4,73,1.7,0.0,801,March,Saturday,4 AM - 8 AM,No,Spring,163
9.8,73,0.8,0.0,1098,March,Saturday,4 AM - 8 AM,No,Spring,108
9.4,75,0.9,0.0,1117,March,Saturday,4 AM - 8 AM,No,Spring,142
9.5,72,0.2,0.04,1017,March,Saturday,4 AM - 8 AM,No,Spring,264
10.4,65,0.8,0.41,979,March,Saturday,8 AM - 12 PM,No,Spring,489
12.6,57,0.9,0.98,859,March,Saturday,8 AM - 12 PM,No,Spring,642
14.7,53,0.9,1.59,831,March,Saturday,8 AM - 12 PM,No,Spring,618
16.7,45,1.9,2.07,1054,March,Saturday,8 AM - 12 PM,No,Spring,824
18.2,38,4.2,2.41,1189,March,Saturday,12 PM - 4 PM,No,Spring,1072
19.3,37,3.0,2.53,1257,March,Saturday,12 PM - 4 PM,No,Spring,1218
20.1,30,3.0,2.57,1554,March,Saturday,12 PM - 4 PM,No,Spring,1381
18.9,28,3.7,2.09,1769,March,Saturday,12 PM - 4 PM,No,Spring,1542
18.0,32,3.0,1.03,1836,March,Saturday,4 PM - 8 PM,No,Spring,1578
17.3,36,3.4,0.8,1722,March,Saturday,4 PM - 8 PM,No,Spring,1531
16.6,33,2.6,0.48,1867,March,Saturday,4 PM - 8 PM,No,Spring,1391
15.3,41,2.0,0.08,1751,March,Saturday,4 PM - 8 PM,No,Spring,1025
14.0,45,1.6,0.0,1729,March,Saturday,8 PM - 12 AM,No,Spring,972
13.3,48,1.6,0.0,1582,March,Saturday,8 PM - 12 AM,No,Spring,1010
12.8,52,1.5,0.0,1616,March,Saturday,8 PM - 12 AM,No,Spring,922
12.4,63,1.3,0.0,1201,March,Saturday,8 PM - 12 AM,No,Spring,655
12.1,70,0.8,0.0,1050,April,Sunday,12 AM - 4 AM,No,Spring,579
11.7,74,0.5,0.0,979,April,Sunday,12 AM - 4 AM,No,Spring,453
11.7,72,0.6,0.0,915,April,Sunday,12 AM - 4 AM,No,Spring,322
11.9,71,0.7,0.0,853,April,Sunday,12 AM - 4 AM,No,Spring,221
12.1,69,0.3,0.0,827,April,Sunday,4 AM - 8 AM,No,Spring,147
12.3,65,0.5,0.0,1085,April,Sunday,4 AM - 8 AM,No,Spring,96
12.4,61,0.4,0.0,1131,April,Sunday,4 AM - 8 AM,No,Spring,110
12.5,62,0.4,0.0,1003,April,Sunday,4 AM - 8 AM,No,Spring,169
12.9,64,1.5,0.06,778,April,Sunday,8 AM - 12 PM,No,Spring,342
13.5,66,1.8,0.16,934,April,Sunday,8 AM - 12 PM,No,Spring,485
14.7,61,2.0,0.64,945,April,Sunday,8 AM - 12 PM,No,Spring,566
16.7,55,2.1,1.37,1182,April,Sunday,8 AM - 12 PM,No,Spring,737
18.0,53,3.1,1.53,1350,April,Sunday,12 PM - 4 PM,No,Spring,926
17.9,60,2.2,0.86,1248,April,Sunday,12 PM - 4 PM,No,Spring,1156
17.5,67,2.1,0.42,832,April,Sunday,12 PM - 4 PM,No,Spring,1201
18.2,63,2.2,0.72,687,April,Sunday,12 PM - 4 PM,No,Spring,1349
18.2,69,3.2,0.87,625,April,Sunday,4 PM - 8 PM,No,Spring,1409
18.0,72,1.8,0.47,559,April,Sunday,4 PM - 8 PM,No,Spring,1362
17.7,75,2.1,0.12,519,April,Sunday,4 PM - 8 PM,No,Spring,1296
17.4,79,2.3,0.03,614,April,Sunday,4 PM - 8 PM,No,Spring,1066
17.1,80,1.5,0.0,480,April,Sunday,8 PM - 12 AM,No,Spring,984
16.9,81,1.9,0.0,472,April,Sunday,8 PM - 12 AM,No,Spring,983
16.7,83,2.4,0.0,416,April,Sunday,8 PM - 12 AM,No,Spring,841
16.3,82,1.3,0.0,480,April,Sunday,8 PM - 12 AM,No,Spring,588
16.1,80,1.9,0.0,605,April,Monday,12 AM - 4 AM,No,Spring,468
16.0,79,1.0,0.0,716,April,Monday,12 AM - 4 AM,No,Spring,295
15.7,81,1.4,0.0,694,April,Monday,12 AM - 4 AM,No,Spring,155
15.6,81,1.2,0.0,628,April,Monday,12 AM - 4 AM,No,Spring,111
15.7,79,1.2,0.0,628,April,Monday,4 AM - 8 AM,No,Spring,86
15.3,82,1.4,0.0,508,April,Monday,4 AM - 8 AM,No,Spring,125
14.9,81,0.4,0.0,580,April,Monday,4 AM - 8 AM,No,Spring,359
15.1,80,1.0,0.01,623,April,Monday,4 AM - 8 AM,No,Spring,918
15.7,75,1.1,0.11,804,April,Monday,8 AM - 12 PM,No,Spring,1469
16.6,70,1.5,0.3,945,April,Monday,8 AM - 12 PM,No,Spring,806
17.5,66,1.3,0.55,1059,April,Monday,8 AM - 12 PM,No,Spring,579
18.5,61,1.6,0.95,1301,April,Monday,8 AM - 12 PM,No,Spring,662
20.8,50,2.0,1.82,1240,April,Monday,12 PM - 4 PM,No,Spring,818
21.9,48,2.5,2.14,1113,April,Monday,12 PM - 4 PM,No,Spring,818
23.0,42,3.4,2.1,1315,April,Monday,12 PM - 4 PM,No,Spring,920
23.7,43,2.8,2.28,1347,April,Monday,12 PM - 4 PM,No,Spring,993
23.0,47,4.1,2.0,1417,April,Monday,4 PM - 8 PM,No,Spring,1218
22.0,49,3.7,1.28,1582,April,Monday,4 PM - 8 PM,No,Spring,1569
20.7,54,4.1,0.5,1484,April,Monday,4 PM - 8 PM,No,Spring,2401
19.1,60,3.4,0.1,1592,April,Monday,4 PM - 8 PM,No,Spring,1779
18.2,65,1.8,0.0,1563,April,Monday,8 PM - 12 AM,No,Spring,1517
17.9,64,2.1,0.0,1652,April,Monday,8 PM - 12 AM,No,Spring,1503
17.4,66,2.3,0.0,1565,April,Monday,8 PM - 12 AM,No,Spring,1213
16.8,70,0.9,0.0,1426,April,Monday,8 PM - 12 AM,No,Spring,803
16.8,69,0.8,0.0,1395,April,Tuesday,12 AM - 4 AM,No,Spring,532
17.1,72,1.7,0.0,1353,April,Tuesday,12 AM - 4 AM,No,Spring,430
17.0,73,1.6,0.0,1184,April,Tuesday,12 AM - 4 AM,No,Spring,275
17.0,74,1.7,0.0,1294,April,Tuesday,12 AM - 4 AM,No,Spring,156
16.9,74,1.2,0.0,1199,April,Tuesday,4 AM - 8 AM,No,Spring,124
16.9,73,1.6,0.0,1275,April,Tuesday,4 AM - 8 AM,No,Spring,163
16.8,74,1.2,0.0,1265,April,Tuesday,4 AM - 8 AM,No,Spring,388
16.8,73,1.0,0.01,1366,April,Tuesday,4 AM - 8 AM,No,Spring,1033
17.3,71,0.5,0.17,1481,April,Tuesday,8 AM - 12 PM,No,Spring,1677
18.3,67,2.4,0.55,1375,April,Tuesday,8 AM - 12 PM,No,Spring,867
18.9,66,2.0,0.85,1298,April,Tuesday,8 AM - 12 PM,No,Spring,664
19.0,67,1.9,0.52,1062,April,Tuesday,8 AM - 12 PM,No,Spring,696
19.6,63,2.9,0.68,1034,April,Tuesday,12 PM - 4 PM,No,Spring,913
20.1,61,2.6,1.01,1117,April,Tuesday,12 PM - 4 PM,No,Spring,870
21.0,53,3.2,1.12,1306,April,Tuesday,12 PM - 4 PM,No,Spring,931
19.9,58,2.5,0.51,1348,April,Tuesday,12 PM - 4 PM,No,Spring,961
19.7,58,3.7,0.78,1302,April,Tuesday,4 PM - 8 PM,No,Spring,1173
19.7,57,2.6,0.54,1302,April,Tuesday,4 PM - 8 PM,No,Spring,1436
18.9,68,3.3,0.12,1326,April,Tuesday,4 PM - 8 PM,No,Spring,2134
18.0,74,3.1,0.02,1258,April,Tuesday,4 PM - 8 PM,No,Spring,1415
17.3,80,2.4,0.0,927,April,Tuesday,8 PM - 12 AM,No,Spring,1470
17.0,83,3.2,0.0,744,April,Tuesday,8 PM - 12 AM,No,Spring,1223
16.0,85,2.0,0.0,409,April,Tuesday,8 PM - 12 AM,No,Spring,1030
15.0,94,1.6,0.0,163,April,Tuesday,8 PM - 12 AM,No,Spring,454
15.0,96,2.1,0.0,141,April,Wednesday,12 AM - 4 AM,No,Spring,355
14.8,96,1.7,0.0,209,April,Wednesday,12 AM - 4 AM,No,Spring,113
14.5,97,2.2,0.0,179,April,Wednesday,12 AM - 4 AM,No,Spring,15
14.3,97,1.2,0.0,228,April,Wednesday,12 AM - 4 AM,No,Spring,22
14.1,97,1.7,0.0,306,April,Wednesday,4 AM - 8 AM,No,Spring,14
11.9,97,3.4,0.0,305,April,Wednesday,4 AM - 8 AM,No,Spring,19
11.7,95,0.7,0.0,2000,April,Wednesday,4 AM - 8 AM,No,Spring,172
10.3,90,1.2,0.01,2000,April,Wednesday,4 AM - 8 AM,No,Spring,665
10.3,86,2.5,0.15,2000,April,Wednesday,8 AM - 12 PM,No,Spring,1284
10.4,81,1.4,0.36,2000,April,Wednesday,8 AM - 12 PM,No,Spring,378
10.7,81,1.4,0.57,2000,April,Wednesday,8 AM - 12 PM,No,Spring,505
12.8,65,2.0,1.76,2000,April,Wednesday,8 AM - 12 PM,No,Spring,744
15.3,54,2.1,2.83,1989,April,Wednesday,12 PM - 4 PM,No,Spring,928
16.7,47,1.4,3.24,2000,April,Wednesday,12 PM - 4 PM,No,Spring,951
17.9,42,1.3,3.04,1981,April,Wednesday,12 PM - 4 PM,No,Spring,1096
17.9,44,2.2,2.79,2000,April,Wednesday,12 PM - 4 PM,No,Spring,1209
17.9,42,1.1,2.25,2000,April,Wednesday,4 PM - 8 PM,No,Spring,1413
17.2,46,2.2,1.6,2000,April,Wednesday,4 PM - 8 PM,No,Spring,1745
16.0,47,2.1,0.79,2000,April,Wednesday,4 PM - 8 PM,No,Spring,2402
14.3,53,2.1,0.17,2000,April,Wednesday,4 PM - 8 PM,No,Spring,1626
12.8,56,2.0,0.0,2000,April,Wednesday,8 PM - 12 AM,No,Spring,1374
11.8,57,1.9,0.0,2000,April,Wednesday,8 PM - 12 AM,No,Spring,1256
10.9,58,1.5,0.0,2000,April,Wednesday,8 PM - 12 AM,No,Spring,1041
10.2,58,2.4,0.0,2000,April,Wednesday,8 PM - 12 AM,No,Spring,668
9.5,61,1.7,0.0,2000,April,Thursday,12 AM - 4 AM,No,Spring,436
9.0,62,1.9,0.0,2000,April,Thursday,12 AM - 4 AM,No,Spring,373
9.0,63,2.1,0.0,2000,April,Thursday,12 AM - 4 AM,No,Spring,220
8.9,64,2.2,0.0,2000,April,Thursday,12 AM - 4 AM,No,Spring,150
8.8,65,2.5,0.0,2000,April,Thursday,4 AM - 8 AM,No,Spring,87
8.3,81,2.0,0.0,1060,April,Thursday,4 AM - 8 AM,No,Spring,18
7.5,94,2.4,0.0,511,April,Thursday,4 AM - 8 AM,No,Spring,21
7.1,94,2.2,0.0,572,April,Thursday,4 AM - 8 AM,No,Spring,38
6.7,94,2.7,0.05,1127,April,Thursday,8 AM - 12 PM,No,Spring,207
6.8,89,2.9,0.07,2000,April,Thursday,8 AM - 12 PM,No,Spring,129
7.1,87,2.9,0.15,2000,April,Thursday,8 AM - 12 PM,No,Spring,95
7.1,93,2.6,0.19,697,April,Thursday,8 AM - 12 PM,No,Spring,47
7.3,95,2.2,0.3,676,April,Thursday,12 PM - 4 PM,No,Spring,70
7.7,95,1.9,0.4,442,April,Thursday,12 PM - 4 PM,No,Spring,84
8.0,95,1.5,0.35,514,April,Thursday,12 PM - 4 PM,No,Spring,46
8.1,96,1.9,0.26,410,April,Thursday,12 PM - 4 PM,No,Spring,37
8.1,96,1.5,0.21,281,April,Thursday,4 PM - 8 PM,No,Spring,31
8.0,96,1.4,0.13,298,April,Thursday,4 PM - 8 PM,No,Spring,46
7.6,96,2.0,0.04,660,April,Thursday,4 PM - 8 PM,No,Spring,75
7.6,96,1.5,0.0,1309,April,Thursday,4 PM - 8 PM,No,Spring,75
7.3,96,1.9,0.0,2000,April,Thursday,8 PM - 12 AM,No,Spring,56
7.3,96,1.5,0.0,749,April,Thursday,8 PM - 12 AM,No,Spring,99
7.2,96,1.0,0.0,700,April,Thursday,8 PM - 12 AM,No,Spring,77
7.1,96,1.3,0.0,1497,April,Thursday,8 PM - 12 AM,No,Spring,79
7.2,95,0.9,0.0,861,April,Friday,12 AM - 4 AM,No,Spring,56
7.2,95,0.2,0.0,683,April,Friday,12 AM - 4 AM,No,Spring,50
7.3,96,1.0,0.0,337,April,Friday,12 AM - 4 AM,No,Spring,27
7.2,96,0.8,0.0,349,April,Friday,12 AM - 4 AM,No,Spring,18
6.8,97,2.2,0.0,453,April,Friday,4 AM - 8 AM,No,Spring,9
6.3,97,1.7,0.0,787,April,Friday,4 AM - 8 AM,No,Spring,54
6.1,96,2.1,0.0,798,April,Friday,4 AM - 8 AM,No,Spring,178
5.7,95,3.4,0.02,1136,April,Friday,4 AM - 8 AM,No,Spring,591
5.9,90,2.8,0.32,1820,April,Friday,8 AM - 12 PM,No,Spring,1235
6.9,83,2.2,0.83,1666,April,Friday,8 AM - 12 PM,No,Spring,719
8.0,73,2.8,1.44,1641,April,Friday,8 AM - 12 PM,No,Spring,529
8.3,69,4.1,1.81,1217,April,Friday,8 AM - 12 PM,No,Spring,598
6.7,71,4.6,1.05,543,April,Friday,12 PM - 4 PM,No,Spring,756
7.9,58,4.3,1.88,488,April,Friday,12 PM - 4 PM,No,Spring,683
7.4,56,3.5,1.04,461,April,Friday,12 PM - 4 PM,No,Spring,572
6.8,50,4.1,0.56,660,April,Friday,12 PM - 4 PM,No,Spring,545
6.6,50,4.0,0.81,645,April,Friday,4 PM - 8 PM,No,Spring,585
6.3,50,4.4,0.64,707,April,Friday,4 PM - 8 PM,No,Spring,776
5.9,43,5.3,0.62,859,April,Friday,4 PM - 8 PM,No,Spring,1114
4.8,48,3.8,0.17,1126,April,Friday,4 PM - 8 PM,No,Spring,659
4.3,59,4.6,0.0,991,April,Friday,8 PM - 12 AM,No,Spring,508
4.0,67,3.0,0.0,794,April,Friday,8 PM - 12 AM,No,Spring,447
3.9,68,3.0,0.0,737,April,Friday,8 PM - 12 AM,No,Spring,499
3.8,75,4.1,0.0,604,April,Friday,8 PM - 12 AM,No,Spring,312
3.0,67,3.3,0.0,945,April,Saturday,12 AM - 4 AM,No,Spring,282
2.6,67,2.7,0.0,1053,April,Saturday,12 AM - 4 AM,No,Spring,225
1.8,81,2.9,0.0,325,April,Saturday,12 AM - 4 AM,No,Spring,123
1.5,82,3.5,0.0,372,April,Saturday,12 AM - 4 AM,No,Spring,122
1.6,70,3.6,0.0,1392,April,Saturday,4 AM - 8 AM,No,Spring,80
1.6,62,4.9,0.0,1372,April,Saturday,4 AM - 8 AM,No,Spring,57
1.7,58,3.8,0.0,1189,April,Saturday,4 AM - 8 AM,No,Spring,108
1.9,51,4.9,0.07,1297,April,Saturday,4 AM - 8 AM,No,Spring,206
2.4,44,4.3,0.41,1375,April,Saturday,8 AM - 12 PM,No,Spring,399
3.4,37,3.6,1.07,1668,April,Saturday,8 AM - 12 PM,No,Spring,426
4.3,31,4.9,1.77,1661,April,Saturday,8 AM - 12 PM,No,Spring,453
4.7,26,4.8,1.55,1927,April,Saturday,8 AM - 12 PM,No,Spring,553
6.0,23,4.2,2.0,1990,April,Saturday,12 PM - 4 PM,No,Spring,697
7.4,22,4.5,2.98,1964,April,Saturday,12 PM - 4 PM,No,Spring,852
8.1,24,4.7,2.99,1914,April,Saturday,12 PM - 4 PM,No,Spring,919
7.6,36,5.0,1.39,1928,April,Saturday,12 PM - 4 PM,No,Spring,925
7.9,34,4.7,1.09,1979,April,Saturday,4 PM - 8 PM,No,Spring,897
7.6,36,5.3,1.8,2000,April,Saturday,4 PM - 8 PM,No,Spring,908
6.4,43,3.7,0.92,2000,April,Saturday,4 PM - 8 PM,No,Spring,714
4.9,47,3.5,0.2,2000,April,Saturday,4 PM - 8 PM,No,Spring,518
4.2,44,4.1,0.0,2000,April,Saturday,8 PM - 12 AM,No,Spring,458
3.8,39,3.2,0.0,2000,April,Saturday,8 PM - 12 AM,No,Spring,443
3.5,41,2.8,0.0,2000,April,Saturday,8 PM - 12 AM,No,Spring,426
3.1,39,3.1,0.0,2000,April,Saturday,8 PM - 12 AM,No,Spring,368
2.9,46,2.2,0.0,2000,April,Sunday,12 AM - 4 AM,No,Spring,325
2.4,46,1.7,0.0,2000,April,Sunday,12 AM - 4 AM,No,Spring,224
2.2,49,1.9,0.0,2000,April,Sunday,12 AM - 4 AM,No,Spring,191
2.0,50,2.0,0.0,2000,April,Sunday,12 AM - 4 AM,No,Spring,141
1.7,51,1.3,0.0,2000,April,Sunday,4 AM - 8 AM,No,Spring,90
1.3,51,1.6,0.0,2000,April,Sunday,4 AM - 8 AM,No,Spring,59
0.9,52,1.1,0.0,2000,April,Sunday,4 AM - 8 AM,No,Spring,101
0.9,54,0.8,0.11,2000,April,Sunday,4 AM - 8 AM,No,Spring,159
2.9,53,1.5,0.68,1892,April,Sunday,8 AM - 12 PM,No,Spring,332
5.1,46,2.7,1.34,1888,April,Sunday,8 AM - 12 PM,No,Spring,405
6.3,39,2.8,1.55,2000,April,Sunday,8 AM - 12 PM,No,Spring,494
6.4,29,2.7,0.9,2000,April,Sunday,8 AM - 12 PM,No,Spring,586
6.9,30,1.8,0.85,1994,April,Sunday,12 PM - 4 PM,No,Spring,709
7.4,27,1.8,0.86,2000,April,Sunday,12 PM - 4 PM,No,Spring,847
7.9,27,1.0,0.75,1985,April,Sunday,12 PM - 4 PM,No,Spring,777
7.3,38,0.8,0.38,2000,April,Sunday,12 PM - 4 PM,No,Spring,343
6.1,65,1.5,0.21,1465,April,Sunday,4 PM - 8 PM,No,Spring,137
4.3,80,2.6,0.23,1357,April,Sunday,4 PM - 8 PM,No,Spring,58
3.0,89,1.5,0.07,283,April,Sunday,4 PM - 8 PM,No,Spring,22
2.5,94,1.8,0.0,349,April,Sunday,4 PM - 8 PM,No,Spring,44
2.7,90,1.5,0.0,639,April,Sunday,8 PM - 12 AM,No,Spring,93
2.8,88,2.1,0.0,592,April,Sunday,8 PM - 12 AM,No,Spring,170
2.7,88,2.0,0.0,621,April,Sunday,8 PM - 12 AM,No,Spring,177
2.9,85,0.9,0.0,829,April,Sunday,8 PM - 12 AM,No,Spring,182
3.2,84,0.6,0.0,785,April,Monday,12 AM - 4 AM,No,Spring,197
2.8,87,0.8,0.0,462,April,Monday,12 AM - 4 AM,No,Spring,140
2.2,88,0.5,0.0,508,April,Monday,12 AM - 4 AM,No,Spring,97
1.6,94,0.3,0.0,426,April,Monday,12 AM - 4 AM,No,Spring,52
1.1,95,0.5,0.0,345,April,Monday,4 AM - 8 AM,No,Spring,43
0.7,96,1.0,0.0,206,April,Monday,4 AM - 8 AM,No,Spring,91
0.1,97,0.6,0.0,77,April,Monday,4 AM - 8 AM,No,Spring,239
0.6,97,1.3,0.05,66,April,Monday,4 AM - 8 AM,No,Spring,651
1.0,97,0.9,0.22,148,April,Monday,8 AM - 12 PM,No,Spring,1163
2.6,96,1.1,0.87,316,April,Monday,8 AM - 12 PM,No,Spring,682
5.2,73,1.0,2.08,668,April,Monday,8 AM - 12 PM,No,Spring,506
7.5,54,0.9,2.49,1013,April,Monday,8 AM - 12 PM,No,Spring,644
10.4,44,1.7,2.93,1235,April,Monday,12 PM - 4 PM,No,Spring,799
12.4,32,1.7,3.06,1441,April,Monday,12 PM - 4 PM,No,Spring,869
13.9,26,2.5,2.99,1537,April,Monday,12 PM - 4 PM,No,Spring,921
14.2,24,1.8,2.6,1743,April,Monday,12 PM - 4 PM,No,Spring,1038
15.3,24,1.5,2.0,1534,April,Monday,4 PM - 8 PM,No,Spring,1185
15.3,26,0.9,1.39,1257,April,Monday,4 PM - 8 PM,No,Spring,1479
14.8,24,1.3,0.69,1514,April,Monday,4 PM - 8 PM,No,Spring,2401
13.4,33,1.2,0.15,1356,April,Monday,4 PM - 8 PM,No,Spring,1599
11.7,34,0.9,0.0,1393,April,Monday,8 PM - 12 AM,No,Spring,1362
10.3,38,0.5,0.0,1433,April,Monday,8 PM - 12 AM,No,Spring,1232
9.6,41,0.5,0.0,1428,April,Monday,8 PM - 12 AM,No,Spring,1069
9.6,43,1.2,0.0,1333,April,Monday,8 PM - 12 AM,No,Spring,623
9.0,46,1.2,0.0,1259,April,Tuesday,12 AM - 4 AM,No,Spring,485
9.0,44,1.0,0.0,1314,April,Tuesday,12 AM - 4 AM,No,Spring,376
8.8,43,1.0,0.0,1490,April,Tuesday,12 AM - 4 AM,No,Spring,250
8.1,48,0.8,0.0,1455,April,Tuesday,12 AM - 4 AM,No,Spring,149
7.5,48,1.0,0.0,1458,April,Tuesday,4 AM - 8 AM,No,Spring,102
7.1,53,0.8,0.0,1392,April,Tuesday,4 AM - 8 AM,No,Spring,123
6.9,51,0.9,0.0,1546,April,Tuesday,4 AM - 8 AM,No,Spring,370
7.2,50,1.1,0.1,1454,April,Tuesday,4 AM - 8 AM,No,Spring,981
9.6,38,1.4,0.58,1527,April,Tuesday,8 AM - 12 PM,No,Spring,1702
11.9,35,1.1,0.95,1664,April,Tuesday,8 AM - 12 PM,No,Spring,982
15.2,31,1.6,1.84,1757,April,Tuesday,8 AM - 12 PM,No,Spring,703
18.5,27,1.3,2.59,1610,April,Tuesday,8 AM - 12 PM,No,Spring,839
20.5,37,4.6,2.94,1761,April,Tuesday,12 PM - 4 PM,No,Spring,1023
21.9,34,5.1,2.77,1861,April,Tuesday,12 PM - 4 PM,No,Spring,967
21.2,35,6.499999999999999,1.8,1992,April,Tuesday,12 PM - 4 PM,No,Spring,913
21.4,33,4.8,1.63,1998,April,Tuesday,12 PM - 4 PM,No,Spring,933
20.9,34,5.8,1.37,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1080
20.6,39,5.6,0.74,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1004
19.7,52,6.499999999999999,0.2,2000,April,Tuesday,4 PM - 8 PM,No,Spring,1805
